제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
메르세데스벤츠코리아(주),S 400 d 4MATIC,2023-02-15,2023-02-17,2025-06-05,서비스센터에서의 리콜 작업 시 사양에 맞지 않은 퓨즈 박스로 교체되었을 수 있습니다.
메르세데스벤츠코리아(주),S 450 4MATIC,2023-02-13,2023-04-24,2025-06-05,서비스센터에서의 리콜 작업 시 사양에 맞지 않은 퓨즈 박스로 교체되었을 수 있습니다.
메르세데스벤츠코리아(주),S 500 4MATIC,2023-04-26,2023-07-07,2025-06-05,서비스센터에서의 리콜 작업 시 사양에 맞지 않은 퓨즈 박스로 교체되었을 수 있습니다.
메르세데스벤츠코리아(주),Mercedes-AMG SL 63 4MATIC+,2023-05-31,2023-05-31,2025-06-05,서비스센터에서의 리콜 작업 시 사양에 맞지 않은 퓨즈 박스로 교체되었을 수 있습니다.
메르세데스벤츠코리아(주),GLC 300 4MATIC,2023-06-13,2023-10-06,2025-06-05,서비스센터에서의 리콜 작업 시 사양에 맞지 않은 퓨즈 박스로 교체되었을 수 있습니다.
메르세데스벤츠코리아(주),Mercedes-AMG EQE 53 4MATIC,2023-03-29,2023-05-26,2025-06-05,서비스센터에서의 리콜 작업 시 사양에 맞지 않은 퓨즈 박스로 교체되었을 수 있습니다.
메르세데스벤츠코리아(주),Mercedes-AMG EQS 53 4MATIC,2023-03-02,2023-04-11,2025-06-05,서비스센터에서의 리콜 작업 시 사양에 맞지 않은 퓨즈 박스로 교체되었을 수 있습니다.
메르세데스벤츠코리아(주),AMG G 63,2024-03-22,2025-01-20,2025-06-05,공급 업체 개발 공정 오류로 인해 ESP 컨트롤 유닛 소프트웨어에 잘못된 경고 메시지가 입력되었을 수 있습니다.
메르세데스벤츠코리아(주),G 450 d,2024-01-10,2024-12-13,2025-06-05,공급 업체 개발 공정 오류로 인해 ESP 컨트롤 유닛 소프트웨어에 잘못된 경고 메시지가 입력되었을 수 있습니다.
메르세데스벤츠코리아(주),G 580,2024-01-19,2024-09-21,2025-06-05,공급 업체 개발 공정 오류로 인해 ESP 컨트롤 유닛 소프트웨어에 잘못된 경고 메시지가 입력되었을 수 있습니다.
브리타니아오토 주식회사,DBX707,2024-02-26,2024-02-26,2025-06-05,엔진오일쿨러 호스 제조불량으로 인해 호스 내벽에 손상이 발생되어 해당 부분이 정상적인 오일 압력(7.85Bar) 범위에서도 파열될 수 있음.
비엠더블유코리아(주),R 1300 GS,2023-05-15,2024-08-30,2025-06-09,제조상의 오류로 다기능 스위치에 습기가 침투하여 부식 및 기능 고장이 발생할 가능성이 있습니다.
비엠더블유코리아(주),R 1300 GS Adventure,2024-06-17,2024-07-17,2025-06-09,제조상의 오류로 다기능 스위치에 습기가 침투하여 부식 및 기능 고장이 발생할 가능성이 있습니다.
비엠더블유코리아(주),R 12 nineT,2023-09-22,2024-07-04,2025-06-09,제조상의 오류로 다기능 스위치에 습기가 침투하여 부식 및 기능 고장이 발생할 가능성이 있습니다.
비엠더블유코리아(주),R 12,2023-11-10,2024-08-30,2025-06-09,제조상의 오류로 다기능 스위치에 습기가 침투하여 부식 및 기능 고장이 발생할 가능성이 있습니다.
현대자동차(주),아반떼(HD),2008-10-31,2009-07-30,2025-06-10,아반떼(HD) 등 2차종 일부 차량에서 운전석 에어백 전개시 인플레이터의 과도한 내부 압력 증가로 인해 인플레이터 용기가 파손되어 승객이 상해를 입을 가능성이 있는 결함
현대자동차(주),i30(FD),2008-10-02,2009-02-13,2025-06-10,아반떼(HD) 등 2차종 일부 차량에서 운전석 에어백 전개시 인플레이터의 과도한 내부 압력 증가로 인해 인플레이터 용기가 파손되어 승객이 상해를 입을 가능성이 있는 결함
비엠더블유코리아(주),BMW 520i,2024-10-22,2025-01-23,2025-06-12,차량 생산과정에서 48V 스타터 발전기와 배터리의 양극 케이블 연결부의 슬리브가 부정확한 압력으로 장착되었을 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 523d,2024-11-20,2024-11-20,2025-06-12,차량 생산과정에서 48V 스타터 발전기와 배터리의 양극 케이블 연결부의 슬리브가 부정확한 압력으로 장착되었을 가능성이 확인되었습니다.
비엠더블유코리아(주),MINI Cooper SE,2024-03-26,2024-06-24,2025-06-12,"고전압 배터리 셀 모듈 내 음극 판이 이중으로 구성되었거나 음극, 양극 판 정렬이 올바르게 되지 않았을 수 있습니다."
비엠더블유코리아(주),MINI Cooper SE,2024-03-25,2024-06-21,2025-06-12,제조 공정의 오류로 인해 고전압 배터리 셀 전극 시트 절단 과정에서 잔여물이 제거되지 않은 상태로 제조되었을 가능성이 확인되었습니다.
(주)GS글로벌,NEW BYD eBus-12,2021-12-15,2023-10-13,2025-06-12,연료장치(고전압배터리 트레이)의 리벳 고정부 내구성 부족으로 인해 차량 주행진동 등에 의한 고정력 저하 또는 고정부 탈락 가능성으로 내부 배터리셀이 트레이와 간섭 또는 접촉될 수 있으며 이로 인해 절연불량 현상이 발생될 수 있음.
(주)GS글로벌,NEW BYD eBus-7,2022-09-22,2022-09-22,2025-06-12,연료장치(고전압배터리 트레이)의 리벳 고정부 내구성 부족으로 인해 차량 주행진동 등에 의한 고정력 저하 또는 고정부 탈락 가능성으로 내부 배터리셀이 트레이와 간섭 또는 접촉될 수 있으며 이로 인해 절연불량 현상이 발생될 수 있음.
(주)GS글로벌,NEW BYD eBus-7,2022-05-09,2022-06-20,2025-06-12,연료장치(고전압배터리 트레이)의 리벳 고정부 내구성 부족으로 인해 차량 주행진동 등에 의한 고정력 저하 또는 고정부 탈락 가능성으로 내부 배터리셀이 트레이와 간섭 또는 접촉될 수 있으며 이로 인해 절연불량 현상이 발생될 수 있음.
브리타니아오토 주식회사,720S Spider,2019-08-30,2019-08-30,2025-06-12,차량 생산공정상의 문제로 브레이크 파이프가 제어 모듈에 잘못 연결되어 있을 수 있는 가능성
브리타니아오토 주식회사,Artura,2023-12-05,2023-12-05,2025-06-12,차량 생산공정상의 문제로 브레이크 파이프가 제어 모듈에 잘못 연결되어 있을 수 있는 가능성
브리타니아오토 주식회사,GT,2019-09-13,2019-09-13,2025-06-12,차량 생산공정상의 문제로 브레이크 파이프가 제어 모듈에 잘못 연결되어 있을 수 있는 가능성
폴스타오토모티브코리아 유한회사,Polestar2,2024-12-24,2025-04-11,2025-06-16,"폴스타의 조사 결과, 국내 수입된 ‘25년식 Polestar 2 차량 중 특정 버전의 소프트웨어가 탑재된 차량에서 원 페달 드라이브를 활성화한 상태에서 특정 운행 조건에 부합하면 제동 성능이 일시적으로 상실되는 증상이 나타날 수 있음을 발견하였습니다."
혼다코리아(주),SCV125S,2024-08-03,2025-02-17,2025-06-16,차량 설계상 고려되지 않은 리어캐리어를 혼다코리아가 공급 및 판매하였습니다.
폭스바겐그룹코리아 주식회사,Q6 e-tron performance,2025-02-14,2025-02-17,2025-06-18,특정 기간 동안 생산/수입된 일부 차량의 생산 과정에서 부품이 올바르게 할당되지 않았을 가능성이 있습니다. 이로 인하여 전방 동승자석에 에어백 제어 시스템이 장착되지 않았음에도 유아용 시트 혹은 아동용 시트를 장착할 수 있는 ISOFIX가 설치되었습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제103조의2(어린이보호용 좌석부착장치)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.
(주)볼보자동차코리아,S90T8 AWD,2023-03-02,2025-05-26,2025-06-18,025년 5월 12일 배포된 소프트웨어 3.5.14가 설치된 차량에서 브레이크 컨트롤 모듈 소프트웨어의 오류로 인해 제동기능이 일시적으로 작동하지 않을 수 있는 현상이 확인됨
(주)볼보자동차코리아,XC60T8 AWD,2022-04-22,2025-05-21,2025-06-18,025년 5월 12일 배포된 소프트웨어 3.5.14가 설치된 차량에서 브레이크 컨트롤 모듈 소프트웨어의 오류로 인해 제동기능이 일시적으로 작동하지 않을 수 있는 현상이 확인됨
(주)볼보자동차코리아,XC90T8 AWD,2023-04-21,2025-03-07,2025-06-18,025년 5월 12일 배포된 소프트웨어 3.5.14가 설치된 차량에서 브레이크 컨트롤 모듈 소프트웨어의 오류로 인해 제동기능이 일시적으로 작동하지 않을 수 있는 현상이 확인됨
(주)볼보자동차코리아,EX40,2024-04-22,2025-04-11,2025-06-18,025년 5월 12일 배포된 소프트웨어 3.5.14가 설치된 차량에서 브레이크 컨트롤 모듈 소프트웨어의 오류로 인해 제동기능이 일시적으로 작동하지 않을 수 있는 현상이 확인됨
현대자동차(주),카운티 일렉트릭(CS EV),2020-05-28,2025-06-07,2025-06-19,카운티 일렉트릭(CS EV) 일부 차량에서 주차브레이크 하중전달용 케이블 설계 오류로 이물질 유입으로 인해 주차브레이크 하중전달용 케이블이 절손되어 경사로 주차 시 차량 밀림으로 충돌사고 발생 가능성이 있는 결함
메르세데스벤츠코리아(주),AMG EQE 53 4MATIC,2023-02-23,2023-02-23,2025-06-20,개발 과정에서의 문서 편차로 인해 파노라마 슬라이딩 선루프 컨트롤 유닛의 소프트웨어가 사양을 충족하지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 450 4MATIC,2022-11-29,2022-12-07,2025-06-20,개발 과정에서의 문서 편차로 인해 파노라마 슬라이딩 선루프 컨트롤 유닛의 소프트웨어가 사양을 충족하지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 580 4MATIC,2022-10-25,2022-11-02,2025-06-20,개발 과정에서의 문서 편차로 인해 파노라마 슬라이딩 선루프 컨트롤 유닛의 소프트웨어가 사양을 충족하지 않을 수 있습니다.
기아 주식회사,포르테 (TD),2008-11-14,2012-11-16,2025-06-23,조수석 에어백 인플레이터 용기 제조 공정 불량으로 인해 저온조건에서 에어백 전개 시 인플레이터 용기가 파열되어 탑승자에게 상해를 입힐 가능성
폭스바겐그룹코리아 주식회사,Q6 e-tron quattro Premium,2025-03-11,2025-03-11,2025-06-25,특정 기간 동안 생산/수입된 일부 차량의 생산 과정에서 부품이 올바르게 할당되지 않았을 가능성이 있습니다. 이로 인하여 전방 동승자석에 에어백 제어 시스템이 장착되지 않았음에도 유아용 시트 혹은 아동용 시트를 장착할 수 있는 ISOFIX가 설치되었습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제103조의2(어린이보호용 좌석부착장치)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.
(주)한국모터스,LJ125T-G,2024-02-28,2024-08-13,2025-06-25,후미등 장치의 회로기판의 스위치소자(Switching element) 부품 불량으로 기준치 이상의 전자파 발생 가능.
지엠아시아퍼시픽지역본부 주식회사,리릭,2022-08-24,2024-06-26,2025-06-27,라디오&인포테인먼트 모듈의 소프트웨어 오류로 인해 계기판 및 디스플레이 꺼짐 현상이 간헐적으로 발생할 가능성이 있음.
한국지엠주식회사,카마로,2019-08-27,2021-05-04,2025-06-27,자동변속기 유압 제어 장치 내부가 시간이 지남에 따라 마모된 경우 오일 누유로 인한 압력 저하로 밸브가 의도하지 않게 오작동하여 주행 중 변속 충격 및 드물게 순간적인 바퀴잠김 현상이 발생할 가능성이 있음.
포르쉐코리아 주식회사,타이칸,2021-06-22,2023-10-06,2025-07-03,제조상 문제로 고전압 배터리 내부 단락이 발생할 가능성이 있습니다.
포르쉐코리아 주식회사,타이칸 크로스 투리스모,2021-07-13,2023-06-27,2025-07-03,제조상 문제로 고전압 배터리 내부 단락이 발생할 가능성이 있습니다.
포르쉐코리아 주식회사,타이칸 4S,2020-09-23,2023-11-23,2025-07-03,제조상 문제로 고전압 배터리 내부 단락이 발생할 가능성이 있습니다.
포르쉐코리아 주식회사,타이칸 크로스 투리스모 4S,2021-11-11,2023-10-06,2025-07-03,제조상 문제로 고전압 배터리 내부 단락이 발생할 가능성이 있습니다.
포르쉐코리아 주식회사,타이칸 GTS,2022-02-15,2023-12-09,2025-07-03,제조상 문제로 고전압 배터리 내부 단락이 발생할 가능성이 있습니다.
포르쉐코리아 주식회사,타이칸 터보,2021-01-21,2023-08-08,2025-07-03,제조상 문제로 고전압 배터리 내부 단락이 발생할 가능성이 있습니다.
포르쉐코리아 주식회사,타이칸 크로스 투리스모 터보,2021-07-13,2023-11-29,2025-07-03,제조상 문제로 고전압 배터리 내부 단락이 발생할 가능성이 있습니다.
포르쉐코리아 주식회사,타이칸 터보 S,2020-12-21,2023-07-27,2025-07-03,제조상 문제로 고전압 배터리 내부 단락이 발생할 가능성이 있습니다.
메르세데스벤츠코리아(주),Mercedes-AMG GLE 53 4MATIC,2024-08-31,2024-09-04,2025-07-04,공급업체의 생산 편차로 인해 전면 유리에 위치한 다목적 카메라 및/또는 내부 미러의 접착이 사양을 충족하지 못할 수 있습니다.
메르세데스벤츠코리아(주),GLE 450 4MATIC,2024-09-02,2024-09-02,2025-07-04,공급업체의 생산 편차로 인해 전면 유리에 위치한 다목적 카메라 및/또는 내부 미러의 접착이 사양을 충족하지 못할 수 있습니다.
(주)재규어랜드로버코리아,디스커버리3,2005-07-12,2009-06-09,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,디스커버리3 TDV6,2006-10-11,2009-06-30,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,디스커버리4 2.7D,2007-02-19,2010-07-21,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,디스커버리4 3.0D,2009-09-10,2016-09-15,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,디스커버리4 5.0,2009-06-02,2013-01-03,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,레인지로버 스포츠,2005-11-30,2006-07-20,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,레인지로버 스포츠 3.0D,2009-05-20,2013-05-03,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,레인지로버 스포츠 5.0,2009-06-04,2010-06-24,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,레인지로버 스포츠 5.0 SC,2010-04-29,2012-11-14,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,레인지로버 스포츠 TDV6,2006-10-17,2009-01-29,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,레인지로버 스포츠 V8,2006-11-02,2009-01-29,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
(주)재규어랜드로버코리아,레인지로버 스포츠 V8SC,2007-11-14,2007-11-14,2025-07-04,"당사에서 수입한‘레인지로버 스포츠, 디스커버리 3 및 디스커버리 4모델에 차량 액세서리로 판매한 정품 분리식 토우볼에 대하여 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)대로 사용하지 않을 시 안전운행에 영향을 줄 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다. ※결함원인: 차량 액세서리로 판매한 정품 분리식 토우볼을 제작사 지침(토우볼을 사용하지 않을 때는 탈거하여 보관하여야 함)에 따라 사용하지 않을 경우 점진적으로 열화되어 제대로 작동하지 않을 가능성이 있음"
포르쉐코리아 주식회사,파나메라 4,2024-12-19,2025-03-31,2025-07-09,"제조상 결함으로 인해 공차가 발생하면서, 전륜 좌우 에어 서스펜션 스트럿 상단 고정링이 올바르게 장착되지 않았을 가능성이 확인되었습니다."
포르쉐코리아 주식회사,파나메라 4 E-하이브리드,2025-01-07,2025-03-26,2025-07-09,"제조상 결함으로 인해 공차가 발생하면서, 전륜 좌우 에어 서스펜션 스트럿 상단 고정링이 올바르게 장착되지 않았을 가능성이 확인되었습니다."
포르쉐코리아 주식회사,파나메라 GTS,2024-12-19,2025-01-10,2025-07-09,"제조상 결함으로 인해 공차가 발생하면서, 전륜 좌우 에어 서스펜션 스트럿 상단 고정링이 올바르게 장착되지 않았을 가능성이 확인되었습니다."
포르쉐코리아 주식회사,타이칸,2025-03-06,2025-04-29,2025-07-09,"제조상 결함으로 인해 공차가 발생하면서, 전륜 좌우 에어 서스펜션 스트럿 상단 고정링이 올바르게 장착되지 않았을 가능성이 확인되었습니다."
포르쉐코리아 주식회사,타이칸 4,2025-04-02,2025-04-02,2025-07-09,"제조상 결함으로 인해 공차가 발생하면서, 전륜 좌우 에어 서스펜션 스트럿 상단 고정링이 올바르게 장착되지 않았을 가능성이 확인되었습니다."
포르쉐코리아 주식회사,타이칸 4 크로스 투리스모,2025-03-11,2025-04-14,2025-07-09,"제조상 결함으로 인해 공차가 발생하면서, 전륜 좌우 에어 서스펜션 스트럿 상단 고정링이 올바르게 장착되지 않았을 가능성이 확인되었습니다."
포르쉐코리아 주식회사,타이칸 4S,2025-04-03,2025-04-03,2025-07-09,"제조상 결함으로 인해 공차가 발생하면서, 전륜 좌우 에어 서스펜션 스트럿 상단 고정링이 올바르게 장착되지 않았을 가능성이 확인되었습니다."
포르쉐코리아 주식회사,타이칸 GTS,2025-03-28,2025-04-02,2025-07-09,"제조상 결함으로 인해 공차가 발생하면서, 전륜 좌우 에어 서스펜션 스트럿 상단 고정링이 올바르게 장착되지 않았을 가능성이 확인되었습니다."
포르쉐코리아 주식회사,타이칸 터보 S,2025-03-06,2025-03-11,2025-07-09,"제조상 결함으로 인해 공차가 발생하면서, 전륜 좌우 에어 서스펜션 스트럿 상단 고정링이 올바르게 장착되지 않았을 가능성이 확인되었습니다."
현대자동차(주),싼타페 하이브리드(MX5 HEV),2024-04-04,2024-04-04,2025-07-09,싼타페 하이브리드(MX5 HEV) 일부 차량에서 차체 하단 와이어링(배선) 경로 설계 불량으로 인해 2열 시트를 접을 시 와이어링(배선)과 시트 회전 장치가 간섭되어 2열 사이드 에어백 오전개 및 미전개 가능성이 있는 결함 사항이 확인
현대자동차(주),캐스퍼 일렉트릭 (AX1 EV),2024-07-17,2025-03-31,2025-07-10,캐스퍼 일렉트릭(AX1 EV) 일부 차량에서 조수석 하단 운전자 보조 주차 제어기(ADAS PRK ECU) 조립용 차체부 볼트가 노출되어 뒷좌석 승객이 맨발로 탑승시 상해가 발생할 가능성이 있는 결함
혼다코리아(주),PILOT,2023-07-27,2024-11-06,2025-07-11,생산 공정에서 작업자가 브레이크 페달 피벗 핀을 단단히 고정시키지 않아 브레이크 페달이 좌우로 움직일 수 있다.
혼다코리아(주),CB750A,2024-12-16,2025-02-11,2025-07-14,엔진 크랭크케이스에 부착되는 오일 압력 스위치 체결 볼트의 나사부가 제조상의 문제로 인하여 기밀 기능이 저하되어 엔진오일 누유가 발생합니다.
혼다코리아(주),CB1000SP,2024-12-19,2024-12-19,2025-07-14,엔진 크랭크케이스에 부착되는 오일 압력 스위치 체결 볼트의 나사부가 제조상의 문제로 인하여 기밀 기능이 저하되어 엔진오일 누유가 발생합니다.
혼다코리아(주),CMX1100A,2024-12-06,2025-01-20,2025-07-14,엔진 크랭크케이스에 부착되는 오일 압력 스위치 체결 볼트의 나사부가 제조상의 문제로 인하여 기밀 기능이 저하되어 엔진오일 누유가 발생합니다.
혼다코리아(주),CBF125NA,2017-12-21,2024-07-26,2025-07-14,전조등 내부 회로 기판의 전선과 주변 부품의 간섭이 있습니다. 엔진 및 주행 진동으로 인해 기판에 접속하고 있는 단자가 힘을 받게 됩니다.
혼다코리아(주),CBF300NA,2018-03-16,2023-09-16,2025-07-14,전조등 내부 회로 기판의 전선과 주변 부품의 간섭이 있습니다. 엔진 및 주행 진동으로 인해 기판에 접속하고 있는 단자가 힘을 받게 됩니다.
스텔란티스코리아 주식회사,짚그랜드체로키,2022-11-02,2023-08-28,2025-07-15,"블로우모터에 전원을 공급하는 커넥터의 핀이 손상되어 블로우모터가 작동하지 않을 수 있고, 블로우모터가 작동하지 않을 경우, 전면 유리 습기 제거(디프로스트) 기능 작동시에 에어컨/히터 바람이 나오지 않아 전면 유리 습기를 제거할 수 없습니다"
폭스바겐그룹코리아 주식회사,e-tron GT,2021-09-23,2023-06-28,2025-07-17,"특정 기간에 생산된 차량에 장착된 일부 고전압 배터리 모듈의 제조과정의 문제로 인하여, 고전압 배터리 모듈 내부에서 단락이 발생할 가능성이 있습니다."
폭스바겐그룹코리아 주식회사,RS e-tron GT,2021-09-13,2023-02-02,2025-07-17,"특정 기간에 생산된 차량에 장착된 일부 고전압 배터리 모듈의 제조과정의 문제로 인하여, 고전압 배터리 모듈 내부에서 단락이 발생할 가능성이 있습니다."
에프엘오토코리아 유한회사,2025년식 Bronco 2.3L,2025-03-31,2025-04-29,2025-07-17,일부 2025년식 Bronco 차량의 운전석 뒷문에는 규격을 초과하여 생산된 잠금 장치가 장착되어 운전석 뒷문 잠금장치 하우징이 변형되었을 수 있는 가능성이 확인되었습니다. 잠금장치 하우징이 변형된 경우 어린이 보호 안전 잠금장치가 정상적으로 작동하지 않아 실내에서 뒷문이 열려 탑승자의 안전에 지장을 줄 가능성이 있어 제작결함을 시정하고자 합니다.
비엠더블유코리아(주),523d,2023-07-13,2024-01-30,2025-07-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),523d xDrive,2023-07-20,2023-10-11,2025-07-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),530i xDrive,2023-07-06,2023-12-11,2025-07-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
