제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
비엠더블유코리아(주),MINI Cooper SE,2023-04-11,2023-04-11,2025-01-02,고전압 배터리 하우징의 밀봉(Sealing)이 불충분하게 되었을 가능성을 확인하였습니다.
비엠더블유코리아(주),BMW X5 M Competition,2023-03-22,2023-06-17,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X5 xDrive30d,2023-04-11,2023-11-30,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X6 xDrive30d M Sport,2023-03-01,2023-06-26,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 525i Sedan,2024-04-17,2024-04-17,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 520i Sedan,2023-07-12,2023-07-12,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),MINI Cooper C 3Dr,2024-05-29,2024-05-29,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X5 sDrive40i,2023-05-12,2023-05-12,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW XM,2023-02-21,2023-04-24,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 740i,2022-09-21,2023-03-15,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 740d xDrive,2022-11-11,2023-05-16,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X7 xDrive40i,2022-08-03,2024-04-12,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X7 xDrive40d,2022-07-27,2023-07-17,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X5 xDrive40i,2023-04-15,2024-04-18,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X5 xDrive40d,2023-12-18,2023-12-18,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 520i,2023-08-31,2023-10-18,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X7 xDrive40d,2023-05-05,2023-05-05,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X5 xDrive40d,2024-02-01,2024-02-01,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 740i,2023-10-30,2023-10-30,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X7 xDrive40i,2022-08-04,2023-04-19,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X5 xDrive40i,2024-01-08,2024-01-08,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 740i xDrive,2023-08-04,2023-09-21,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X7 M60i xDrive,2022-08-31,2023-05-27,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X5 M60i xDrive,2023-04-12,2023-06-07,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X6 xDrive40i M Sport,2023-05-05,2023-05-31,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 750e xDrive,2023-04-27,2023-10-12,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW i7 eDrive50,2023-08-22,2023-08-22,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X5 xDrive50e,2023-05-13,2023-05-16,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X6 M60i xDrive,2023-05-02,2023-07-25,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW i5 M60 xDrive,2023-09-26,2023-09-26,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW M760e xDrive,2024-01-25,2024-01-25,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW i7 xDrive60,2022-12-08,2023-02-14,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 523d xDrive,2023-07-17,2023-07-17,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 530i xDrive,2023-09-15,2023-09-15,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X1 xDrive28i,2022-12-07,2023-07-26,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW i7 M70 xDrive,2024-04-15,2024-04-15,2025-01-02,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
혼다코리아(주),GOLDWING,2018-04-27,2021-07-15,2025-01-06,드라이브 기어를 크랭크샤프트에 고정하는 볼트의 내구성이 부족하여 급가속시 해당 볼트의 나사부에 과도한 응력이 집중되어 균열이 생길 수 있습니다. ※ 프라이머리 드라이브 기어 : 엔진의 동력을 트랜스미션(변속기)로 전달하는 시스템.
스텔란티스코리아 주식회사,짚랭글러PHEV,2020-09-22,2022-09-13,2025-01-06,고전압배터리를 구성하는 셀(cell) 제조불량으로 인해 셀 내 분리박이 손상
스텔란티스코리아 주식회사,짚그랜드체로키PHEV,2022-10-06,2023-07-24,2025-01-06,고전압배터리를 구성하는 셀(cell) 제조불량으로 인해 셀 내 분리박이 손상
(주)스즈키씨엠씨,AN400A,2022-09-09,2024-07-19,2025-01-10,"제조사의 생산공정 중 조립자의 적절하지 않는 조립에 의해 연료펌프에서 나오는 연료호스의 금속 파이프 부분에 변형이 생겨, 차량 운행 중 차체의 진동 등에 의해 연료호스와 퍼지 호스(증발가스 회수 호스)간 간섭이 지속되는 경우 연료호스가 마모될 가능성이 있습니다."
한국토요타자동차(주),토요타 프리우스 PHEV,2023-11-06,2024-06-25,2025-01-10,차량 제어 ECU 소프트웨어에 포함된 회생 제동에 의한 제동등 소등 기준값이 감속도 0.4m/s2 로 잘못 설정되어「자동차 및 자동차 부품의 성능과 기준에 관한 규칙」제15조제10항 관련 별표5의2(전기회생제동장치의 제동등 작동기준) 0.7m/s2 미만으로 감속되기 전에 소등될 것’을 만족하지 못할 가능성이 있음.
한국토요타자동차(주),렉서스 RZ450e,2023-02-02,2023-09-04,2025-01-10,차량 제어 ECU 소프트웨어에 포함된 회생 제동에 의한 제동등 소등 기준값이 감속도 0.4m/s2 로 잘못 설정되어「자동차 및 자동차 부품의 성능과 기준에 관한 규칙」제15조제10항 관련 별표5의2(전기회생제동장치의 제동등 작동기준) 0.7m/s2 미만으로 감속되기 전에 소등될 것’을 만족하지 못할 가능성이 있음.
케이지모빌리티 주식회사(KG Mobility Corp.),티볼리(G15),2019-05-31,2025-01-07,2025-01-10,티볼리/코란도(G15) 일부 차량이 냉각팬 레지스터(저항 코일에 지속/반복적인 열적 부하 발생으로 인해 코일이 과열된 상태에서 원인불상으로 인한 주정차 시 화재 발생 가능성
케이지모빌리티 주식회사(KG Mobility Corp.),코란도(G15),2019-07-23,2025-01-07,2025-01-10,티볼리/코란도(G15) 일부 차량이 냉각팬 레지스터(저항 코일에 지속/반복적인 열적 부하 발생으로 인해 코일이 과열된 상태에서 원인불상으로 인한 주정차 시 화재 발생 가능성
주식회사 더좋은사람,C40,2020-03-04,2021-12-03,2025-01-11,최고출력의 기준을 만족하지 못함
테슬라코리아 유한회사,Model 3,2024-04-16,2024-08-20,2025-01-14,"소프트웨어 오류로 인해 TPMS 에 이상이 감지될 경우, 차량이 주행 사이클 사이에서 꺼지거나 대기 상태가 되면 TPMS 이상 경고등이 지속적으로 표시되지 않아 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제88조의3(타이어공기압경고장치)을 준수하지 않습니다. ※ 제88조의3(타이어공기압경고장치) 제12조의2에 따라 설치된 타이어공기압경고장치의 성능ㆍ경고표시 및 표기기준 등은 국토교통부장관이 정하여 고시하는 세부기준에 적합하여야 한다. 2) 자동차에 설치된 타이어공기압경고장치의 경고등은 기능고장을 표시하는 경고등과 겸용으로 할 수 있으며, 이 경우에는 아래 “가)” 및 “나)”에 적합할 것 가) 원동기 구동 전 시동장치가 작동위치에 있을 때 기능고장을 표시하기 위해 점멸되어야 하며, 짧은 시간경과 후 기능고장이 있고 시동장치가 작동위치에 있을 때에는 지속적으로 점등될 것 나) 기능고장이 수리될 때까지 시동장치가 작동위치에 있을 때마다 위 “가)”에 따른 점멸 및 점등의 순서로 작동이 반복될 것"
테슬라코리아 유한회사,Model Y,2024-10-19,2024-11-09,2025-01-14,"소프트웨어 오류로 인해 TPMS 에 이상이 감지될 경우, 차량이 주행 사이클 사이에서 꺼지거나 대기 상태가 되면 TPMS 이상 경고등이 지속적으로 표시되지 않아 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제88조의3(타이어공기압경고장치)을 준수하지 않습니다. ※ 제88조의3(타이어공기압경고장치) 제12조의2에 따라 설치된 타이어공기압경고장치의 성능ㆍ경고표시 및 표기기준 등은 국토교통부장관이 정하여 고시하는 세부기준에 적합하여야 한다. 2) 자동차에 설치된 타이어공기압경고장치의 경고등은 기능고장을 표시하는 경고등과 겸용으로 할 수 있으며, 이 경우에는 아래 “가)” 및 “나)”에 적합할 것 가) 원동기 구동 전 시동장치가 작동위치에 있을 때 기능고장을 표시하기 위해 점멸되어야 하며, 짧은 시간경과 후 기능고장이 있고 시동장치가 작동위치에 있을 때에는 지속적으로 점등될 것 나) 기능고장이 수리될 때까지 시동장치가 작동위치에 있을 때마다 위 “가)”에 따른 점멸 및 점등의 순서로 작동이 반복될 것"
테슬라코리아 유한회사,Model X,2024-11-26,2024-11-27,2025-01-14,"해당 차량의 운전석 에어백이 공급업체 조립 과정에서 손상되었을 가능성이 있습니다. 조립과정에서 에어백 패브릭에 깊은 주름이 있거나 열 분산 장치의 위치가 부적절한 경우, 에어백 전개 시 찢어짐을 유발할 가능성이 있습니다."
테슬라코리아 유한회사,Model S,2024-11-25,2024-11-26,2025-01-14,"해당 차량의 운전석 에어백이 공급업체 조립 과정에서 손상되었을 가능성이 있습니다. 조립과정에서 에어백 패브릭에 깊은 주름이 있거나 열 분산 장치의 위치가 부적절한 경우, 에어백 전개 시 찢어짐을 유발할 가능성이 있습니다."
주식회사 이누리,OK1KOOROO,2024-09-18,2024-11-29,2025-01-15,모터컨트롤러 부품중 일부 불량부품이 혼입 조립
주식회사 이누리,OK1KOOROO,2024-09-18,2024-11-29,2025-01-15,BMS 소프트웨어 개발공정 오류로 인하여 CAN통신이 정상적으로 이루어지지 않을 수 있음.
메르세데스벤츠코리아(주),E 300 4MATIC,2024-08-13,2024-08-14,2025-01-16,생산 공정 오류로 인하여 후방 차축 캐리어의 지지대 용접이 제대로 되지 않았을 수 있습니다.
메르세데스벤츠코리아(주),E 200,2024-08-12,2024-09-10,2025-01-16,생산 공정 오류로 인하여 후방 차축 캐리어의 지지대 용접이 제대로 되지 않았을 수 있습니다.
메르세데스벤츠코리아(주),E 350 e 4MATIC,2024-08-28,2024-08-28,2025-01-16,생산 공정 오류로 인하여 후방 차축 캐리어의 지지대 용접이 제대로 되지 않았을 수 있습니다.
메르세데스벤츠코리아(주),E 220 d 4MATIC,2023-04-26,2023-11-16,2025-01-16,"MBUX 멀티미디어 시스템 소프트웨어 개발 공정 오류로 인하여 MBUX 멀티미디어 1시스템과 주차 보조 제어 장치가 정상적으로 연동되지 않을 수 있습니다. 1 MBUX 멀티미디어: 인공 지능 기반으로 사용자 습관을 학습하여 맞춤형 경험을 제공하며, 음성 인식, 터치스크린, 증강 현실 내비게이션, 스마트폰 연동, 주차 보조 제어 장치 연동 등의 기능을 통해 운전자의 편의성과 안전성을 제공합니다."
메르세데스벤츠코리아(주),E 300 4MATIC,2023-04-26,2023-05-02,2025-01-16,"MBUX 멀티미디어 시스템 소프트웨어 개발 공정 오류로 인하여 MBUX 멀티미디어 1시스템과 주차 보조 제어 장치가 정상적으로 연동되지 않을 수 있습니다. 1 MBUX 멀티미디어: 인공 지능 기반으로 사용자 습관을 학습하여 맞춤형 경험을 제공하며, 음성 인식, 터치스크린, 증강 현실 내비게이션, 스마트폰 연동, 주차 보조 제어 장치 연동 등의 기능을 통해 운전자의 편의성과 안전성을 제공합니다."
메르세데스벤츠코리아(주),CLE 200,2023-10-27,2023-10-27,2025-01-16,"MBUX 멀티미디어 시스템 소프트웨어 개발 공정 오류로 인하여 MBUX 멀티미디어 1시스템과 주차 보조 제어 장치가 정상적으로 연동되지 않을 수 있습니다. 1 MBUX 멀티미디어: 인공 지능 기반으로 사용자 습관을 학습하여 맞춤형 경험을 제공하며, 음성 인식, 터치스크린, 증강 현실 내비게이션, 스마트폰 연동, 주차 보조 제어 장치 연동 등의 기능을 통해 운전자의 편의성과 안전성을 제공합니다."
메르세데스벤츠코리아(주),S 580 4MATIC,2020-07-09,2021-11-16,2025-01-16,"소프트웨어 개발 공정 오류로 인하여 엔진 컨트롤 유닛 소프트웨어의 람다 컨트롤1이 정상적으로 작동되지 않을 수 있습니다. 1람다 컨트롤(lambda control): 배기 가스 내 산소 농도를 모니터링하고 조절하는 시스템입니다. 람다 컨트롤 시스템은 산소 센서를 이용하여 배기 가스의 산소 양을 측정하고, 이를 바탕으로 연료와 공기의 비율을 조절합니다. 이렇게 함으로써 엔진의 연소 효율을 최적화하고, 연비를 개선하며, 배출가스를 줄이는 역할을 합니다."
메르세데스벤츠코리아(주),Maybach S 580 4MATIC,2020-07-24,2021-08-16,2025-01-16,"소프트웨어 개발 공정 오류로 인하여 엔진 컨트롤 유닛 소프트웨어의 람다 컨트롤1이 정상적으로 작동되지 않을 수 있습니다. 1람다 컨트롤(lambda control): 배기 가스 내 산소 농도를 모니터링하고 조절하는 시스템입니다. 람다 컨트롤 시스템은 산소 센서를 이용하여 배기 가스의 산소 양을 측정하고, 이를 바탕으로 연료와 공기의 비율을 조절합니다. 이렇게 함으로써 엔진의 연소 효율을 최적화하고, 연비를 개선하며, 배출가스를 줄이는 역할을 합니다."
비엠더블유코리아(주),BMW 530i xDrive,2024-01-16,2024-01-16,2025-01-17,차량 생산 과정에서 스티어링 휠 내 ADASS (운전자지원첨단조향장치) 관련 접지 케이블 연결부 와셔의 누락으로 접지가 되지 않아 ADASS 기능이 정상적으로 작동되지 않을 수 있습니다.
비엠더블유코리아(주),BMW 520i,2024-04-19,2024-04-19,2025-01-17,차량 생산 과정에서 스티어링 휠 내 ADASS (운전자지원첨단조향장치) 관련 접지 케이블 연결부 와셔의 누락으로 접지가 되지 않아 ADASS 기능이 정상적으로 작동되지 않을 수 있습니다.
비엠더블유코리아(주),BMW 520i,2024-04-17,2024-04-22,2025-01-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 523d,2023-09-01,2023-11-08,2025-01-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 523d xDrive,2023-09-05,2023-09-06,2025-01-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 530e,2023-12-15,2023-12-15,2025-01-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 530i xDrive,2023-09-28,2024-04-19,2025-01-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 740d xDrive,2023-09-04,2023-10-26,2025-01-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 750e xDrive,2023-10-26,2023-10-26,2025-01-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X1 xDrive20i,2024-05-16,2024-05-16,2025-01-17,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
기아 주식회사,EV9(MV),2023-05-10,2024-06-03,2025-01-22,신규 작업자 시트 마운팅 볼트 체결 작업 미흡으로 시트 마운팅 볼트가 누락되어 시트가 고정되지 않아 차량 충돌 발생 시 시트가 비정상 거동되어 안전에 지장을 줄 가능성
현대자동차(주),넥쏘(FE),2017-10-01,2021-12-24,2025-01-23,일부 차량에서 비상점멸표시등(이하 비상등) 스위치의 내구 설계 오류로 비상등 스위치를 작동시켜도 간헐적으로 비상등이 켜지지 않아 사고가 발생할 가능성이 있는 결함
기아 주식회사,쏘렌토 하이브리드(MQ4 HEV PE),2023-07-24,2024-06-20,2025-01-24,바디도메인 제어장치 소프트웨어 오류로 인해 주행 초기 소프트웨어가 리셋되어 재동작하는 경우 전조등이 일시적으로 꺼졌다 켜질 가능성
기아 주식회사,쏘렌토 (MQ4 PE),2023-07-24,2024-06-18,2025-01-24,바디도메인 제어장치 소프트웨어 오류로 인해 주행 초기 소프트웨어가 리셋되어 재동작하는 경우 전조등이 일시적으로 꺼졌다 켜질 가능성
기아 주식회사,쏘렌토 (MQ4 PE),2023-07-26,2024-07-08,2025-01-24,바디도메인 제어장치 소프트웨어 오류로 인해 주행 초기 소프트웨어가 리셋되어 재동작하는 경우 전조등이 일시적으로 꺼졌다 켜질 가능성
기아 주식회사,봉고Ⅲ (PU),2023-12-05,2024-10-23,2025-01-31,12V 배터리 센서 설계 불량으로 인해 배터리 센서 소손 발생하여 안전 운행에 지장을 줄 가능성
기아 주식회사,봉고Ⅲ EV(PU EV),2020-01-15,2024-10-15,2025-01-31,12V 배터리 센서 설계 불량으로 인해 배터리 센서 소손 발생하여 안전 운행에 지장을 줄 가능성
(주)한국모터스,LJ125T-G,2024-07-04,2024-08-13,2025-02-01,후미등 장치의 회로기판의 스위치소자 설계오류로 기준치 이상의 전자파 발생 가능
바이드 코리아(BIDE KOREA),VENIS,2022-06-05,2022-06-09,2025-02-03,자동차 및 자동차부품의 성능과 기준에 관한 규칙 제80조(후부반사기 및 보조반사기)에서 규정하고 있는 최소 반사성능 기준을 만족하지 못함
바이드 코리아(BIDE KOREA),VENIS,2022-06-05,2022-06-09,2025-02-03,자동차 및 자동차부품의 성능과 기준에 관한 규칙 제79조(방향지시등)에서 규정하고 있는 최소 광도기준을 만족하지 못함
현대자동차(주),포터II,2023-06-22,2024-10-31,2025-02-03,"포터II(HR) (LPDi, EV) 일부 차량에서 12v 배터리 센서 설계 불량으로 인해 배터리 센서에 수분이 유입되어 내부 회로 쇼트(단락)되는 경우 배터리 센서 소손 발생하여 안전 운행에 지장을 줄 가능성이 있는 결함이 확인 ※ 배터리 센서 : 배터리 상태(전압, 전류, 온도, 수명 등)를 파악하여 발전기가 효율적으로 작동하게 하는 부품"
현대자동차(주),포터II EV,2019-07-19,2024-09-11,2025-02-03,"포터II(HR) (LPDi, EV) 일부 차량에서 12v 배터리 센서 설계 불량으로 인해 배터리 센서에 수분이 유입되어 내부 회로 쇼트(단락)되는 경우 배터리 센서 소손 발생하여 안전 운행에 지장을 줄 가능성이 있는 결함이 확인 ※ 배터리 센서 : 배터리 상태(전압, 전류, 온도, 수명 등)를 파악하여 발전기가 효율적으로 작동하게 하는 부품"
테슬라코리아 유한회사,Model Y,2024-03-25,2024-11-25,2025-02-05,일부 차량에서 전원 공급 시 과도한 전류가 발생하여 차량 컴퓨터가 손상될 가능성이 확인되었습니다. 이로 인해 후방카메라 디스플레이가 정상적으로 작동하지 않을 수 있습니다. 이는 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」 제53조의2(후방보행자 안전장치)를 준수하지 않습니다.
테슬라코리아 유한회사,Model 3,2024-01-30,2024-08-20,2025-02-05,일부 차량에서 전원 공급 시 과도한 전류가 발생하여 차량 컴퓨터가 손상될 가능성이 확인되었습니다. 이로 인해 후방카메라 디스플레이가 정상적으로 작동하지 않을 수 있습니다. 이는 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」 제53조의2(후방보행자 안전장치)를 준수하지 않습니다.
테슬라코리아 유한회사,Model X,2024-04-27,2024-12-03,2025-02-05,일부 차량에서 전원 공급 시 과도한 전류가 발생하여 차량 컴퓨터가 손상될 가능성이 확인되었습니다. 이로 인해 후방카메라 디스플레이가 정상적으로 작동하지 않을 수 있습니다. 이는 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」 제53조의2(후방보행자 안전장치)를 준수하지 않습니다.
테슬라코리아 유한회사,Model S,2024-06-25,2024-12-02,2025-02-05,일부 차량에서 전원 공급 시 과도한 전류가 발생하여 차량 컴퓨터가 손상될 가능성이 확인되었습니다. 이로 인해 후방카메라 디스플레이가 정상적으로 작동하지 않을 수 있습니다. 이는 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」 제53조의2(후방보행자 안전장치)를 준수하지 않습니다.
(주)재규어랜드로버코리아,더 뉴 레인지로버 스포츠 P360,2022-07-12,2022-11-01,2025-02-07,당사에서 수입한‘더 뉴 레인지로버 스포츠 및 더 뉴 레인지로버’일부 차량에서 2열 시트 팔걸이 보관함의 걸쇠장치 제조불량으로 2열 시트 팔걸이 보관함이 제대로 잠기지 않을 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다.
(주)재규어랜드로버코리아,더 뉴 레인지로버 스포츠 D300,2022-08-23,2022-11-07,2025-02-07,당사에서 수입한‘더 뉴 레인지로버 스포츠 및 더 뉴 레인지로버’일부 차량에서 2열 시트 팔걸이 보관함의 걸쇠장치 제조불량으로 2열 시트 팔걸이 보관함이 제대로 잠기지 않을 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다.
(주)재규어랜드로버코리아,더 뉴 레인지로버 P530 LWB,2022-02-01,2022-04-28,2025-02-07,당사에서 수입한‘더 뉴 레인지로버 스포츠 및 더 뉴 레인지로버’일부 차량에서 2열 시트 팔걸이 보관함의 걸쇠장치 제조불량으로 2열 시트 팔걸이 보관함이 제대로 잠기지 않을 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다.
(주)재규어랜드로버코리아,더 뉴 레인지로버 P530 LWB,2022-05-10,2022-11-01,2025-02-07,당사에서 수입한‘더 뉴 레인지로버 스포츠 및 더 뉴 레인지로버’일부 차량에서 2열 시트 팔걸이 보관함의 걸쇠장치 제조불량으로 2열 시트 팔걸이 보관함이 제대로 잠기지 않을 가능성이 확인되어 다음과 같이 시정조치 계획을 보고하고 시정조치를 하고자 합니다.
브리타니아오토 주식회사,McLaren GT,2019-09-18,2023-05-24,2025-02-10,후드걸쇠 수동 개폐용 레버의 사용 중 케이블 자체의 손상 또는 차량 조립 시 부적절한 케이블 위치로 인 해 케이블의 과도한 장력이 발생.
(주)루트17,다니고밴,2021-05-27,2022-08-17,2025-02-13,제동장치인 진공배력장치 커넥터 부품에서 제작 공정 등 오류로 인한 부품이 손상되어 커넥터에 수분이 유입되어 단락이 발생할 가능성이 있음.
범한자동차 주식회사,E-SKY9,2022-09-01,2024-05-30,2025-02-13,"차량너비 : 자동차의 전면 또는 후면을 투영시켜 차량 중심선에 직각인 방향의 최대거리가 2.5미터를 초과하여서는 아니되지만, 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제 4조(길이, 너비 및 높이)를 위반."
범한자동차 주식회사,E-SKY9,2022-09-01,2024-05-30,2025-02-13,"접이식 좌석 : 승객좌석의 규격은 가로, 세로 각각 40센치미터 이상이어야 하지만, 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제 25조(승객좌석의 규격)을 위반."
메르세데스벤츠코리아(주),EQS 450 4MATIC,2022-04-21,2022-04-21,2025-02-14,개발 공정 오류로 인하여 차량 루프 브래킷(bracket)이 날카로울 수 있습니다. 이로 인해 차량 충돌 시 윈도우 에어백이 전개될 때 에어백 쿠션이 손상될 수 있어 에어백이 제대로 팽창되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 580 4MATIC,2022-04-12,2022-04-12,2025-02-14,개발 공정 오류로 인하여 차량 루프 브래킷(bracket)이 날카로울 수 있습니다. 이로 인해 차량 충돌 시 윈도우 에어백이 전개될 때 에어백 쿠션이 손상될 수 있어 에어백이 제대로 팽창되지 않을 수 있습니다.
